prod_id,prod_name,prod_desc,cat_id,cat_name,subcat_id,subcat_name,unit_cost,unit_price,supp_id,prod_status,launch_date,disc_date,inv_min_lvl,prod_weight,prod_dim,gm_pct
PROD00219,Basic Camera E909,"Basic Camera E909: Bluetooth enabled, Extended battery life",CAT001,Computing Devices,SCAT005,Servers,611.94,960.61,SUPP0017,Upcoming,2023-08-13,,18,5.79,,36.3
PROD00220,High-performance Projector Z475,"High-performance Projector Z475: Extended battery life, Cloud storage",CAT004,Networking,SCAT016,Network Adapters,274.07,364.72,SUPP0024,Limited Stock,2024-12-25,,34,4.53,72 x 7 x 95 cm,24.85
PROD00221,Professional Power Bank D767,"Professional Power Bank D767: High performance, Fast charging",CAT002,Peripherals,SCAT008,Scanners,686.37,1057.53,SUPP0011,Upcoming,2023-02-06,,50,5.81,83 x 69 x 36 cm,56.85265173298571
PROD00222,Eco-friendly Mouse N318,"Eco-friendly Mouse N318: Biometric security, Bluetooth enabled, High performance, Touch screen, Extended battery life",CAT001,Computing Devices,SCAT003,Tablets,778.1,1170.21,SUPP0043,Upcoming,2022-01-05,,5,0.36,65 x 62 x 60 cm,33.51
PROD00223,Advanced Speaker G982,"Advanced Speaker G982: Touch screen, Shock proof, Cloud storage, Compact design",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,724.68,1048.85,SUPP0012,Active,2024-08-09,,44,10.51,52 x 65 x 5 cm,30.91
PROD00224,Eco-friendly Docking Station I509,"Eco-friendly Docking Station I509: Noise cancelling, Cloud storage, AI-powered",CAT001,Computing Devices,SCAT002,Desktops,446.33,716.51,SUPP0024,Upcoming,2022-01-29,,13,3.58,7 x 82 x 61 cm,37.71
PROD00225,Premium Software License Z392,"Premium Software License Z392: Water resistant, Noise cancelling, Bluetooth enabled, Extended battery life, Touch screen",CAT001,Computing Devices,SCAT003,Tablets,819.07,1169.16,SUPP0044,Limited Stock,2024-06-24,,17,14.93,65 x 90 x 84 cm,29.94
PROD00226,Advanced Server M397,,CAT005,Software,SCAT020,Security Software,416.88,611.92,SUPP0015,Limited Stock,2022-06-05,,40,6.42,11 x 54 x 83 cm,31.87
PROD00227,High-performance Smartphone P826,"High-performance Smartphone P826: Compact design, Energy efficient, Cloud storage, Extended battery life",CAT004,Networking,SCAT016,Network Adapters,131.8,216.19,SUPP0013,Upcoming,2022-06-21,,22,6.08,8x76x53,39.04
PROD00228,Deluxe Storage Drive F931,"Deluxe Storage Drive F931: Wireless connectivity, Noise cancelling, High performance",CAT001,Computing Devices,SCAT003,Tablets,870.39,1192.89,SUPP0037,Upcoming,2024-12-15,,37,17.73,67 x 70 x 25 cm,27.04
PROD00229,Professional Memory Card L362,"Professional Memory Card L362: Compact design, High performance, AI-powered, Noise cancelling, Fast charging",CAT002,Peripherals,SCAT006,Monitors,940.91,1427.72,SUPP0008,Upcoming,2023-07-07,,46,7.56,10 x 97 x 88 cm,34.1
PROD00230,Lightweight Cable R288,"Lightweight Cable R288: High performance, Extended battery life, AI-powered, Voice control, Compact design",CAT003,Accessories,SCAT010,Cables & Adapters,520.16,796.33,SUPP0001,Discontinued,2022-12-11,2023-06-07,19,19.96,64 x 19 x 26 cm,34.68
PROD00231,Professional Camera Y963,"Professional Camera Y963: Water resistant, Touch screen, Extended battery life, Energy efficient",CAT003,Accessories,SCAT013,Audio Accessories,15.07,22.07,SUPP0034,Upcoming,2022-02-03,,26,16.83,15 x 68 x 9 cm,31.72
PROD00232,High-performance Microphone Z109,"High-performance Microphone Z109: Energy efficient, High performance, Compact design, Biometric security",CAT002,Peripherals,SCAT008,Scanners,407.8,535.68,SUPP0040,Active,2022-07-01,,9,3.9,73 x 9 x 65 cm,23.87
PROD00233,Deluxe Software License C702,"Deluxe Software License C702: Energy efficient, Shock proof, Voice control, Cloud storage",CAT002,Peripherals,SCAT009,Input Devices,71.83,110.91,SUPP0007,Discontinued,2023-07-26,2024-04-17,15,11.78,,35.24
PROD00234,Wireless Printer C535,"Wireless Printer C535: Energy efficient, AI-powered, Bluetooth enabled",CAT002,Peripherals,SCAT006,Monitors,683.8,1094.18,SUPP0025,Active,2024-08-17,,42,5.02,26 x 20 x 12 cm,
PROD00235,Standard Camera B174,"Standard Camera B174: Cloud storage, High performance",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,690.14,936.53,SUPP0034,Active,2024-10-16,,19,17.93,18 x 49 x 98 cm,26.31
PROD00236,Eco-friendly Memory Card M557,"Eco-friendly Memory Card M557: Touch screen, Wireless connectivity",CAT004,Networking,SCAT014,Routers,561.53,816.58,SUPP0011,Limited Stock,2024-10-04,,20,16.35,26 x 85 x 18 cm,31.23
PROD00237,Portable Scanner M595,"Portable Scanner M595: 4K resolution, AI-powered, Wireless connectivity",CAT005,Software,SCAT019,Office Applications,409.91,571.47,SUPP0014,Upcoming,2024-02-18,,42,5.93,78 x 45 x 28 cm,28.27
PROD00238,Ultra Scanner B888,"Ultra Scanner B888: Noise cancelling, 4K resolution, Energy efficient, Voice control",CAT003,Accessories,SCAT013,Audio Accessories,831.94,1294.08,SUPP0036,Upcoming,2022-02-22,,27,4.17,30 x 50 x 8 cm,
PROD00239,Premium Headphones Q293,"Premium Headphones Q293: Voice control, Bluetooth enabled, Extended battery life, Water resistant, Cloud storage",CAT004,Networking,SCAT015,Switches,396.93,661.65,SUPP0035,Active,2023-04-10,,33,12.79,68 x 60 x 10 cm,40.01
PROD00240,Wireless Smartphone R956,"Wireless Smartphone R956: Bluetooth enabled, High performance",CAT001,Computing Devices,SCAT002,Desktops,886.66,1326.32,SUPP0002,Active,2024-01-09,,37,8.29,8 x 64 x 62 cm,33.15
PROD00241,Basic Cable N903,,CAT002,Peripherals,SCAT008,Scanners,975.05,1638.42,SUPP0028,Discontinued,2024-03-31,2024-07-02,26,1.04,41 x 5 x 85 cm,40.49
PROD00242,All-in-one Tablet G871,"All-in-one Tablet G871: Bluetooth enabled, High performance, Noise cancelling",CAT001,Computing Devices,SCAT005,Servers,40.97,68.53,SUPP0049,Limited Stock,2024-11-21,,13,2.99,87 x 23 x 30 cm,40.22
PROD00243,Digital Desktop H994,"Digital Desktop H994: Fast charging, Energy efficient, Water resistant",CAT006,Enterprise Solutions,SCAT023,Backup Systems,376.25,576.53,SUPP0030,Active,2023-01-05,,48,18.66,75 x 16 x 57 cm,34.74
PROD00244,All-in-one Docking Station Z710,"All-in-one Docking Station Z710: Extended battery life, Fast charging, High performance",CAT001,Computing Devices,SCAT004,Smartphones,402.03,537.83,SUPP0022,Limited Stock,2023-09-05,,39,5.55,65 x 88 x 60 cm,25.25
PROD00245,Essential Webcam Z215,"Essential Webcam Z215: Biometric security, Cloud storage, 4K resolution, AI-powered, Compact design",CAT001,Computing Devices,SCAT003,Tablets,775.04,1308.48,SUPP0013,Upcoming,2023-08-25,,24,17.87,17 x 64 x 46 cm,40.77
PROD00246,Smart Laptop C201,"Smart Laptop C201: Touch screen, Water resistant, AI-powered",CAT004,Networking,SCAT015,Switches,991.97,1355.68,SUPP0024,Discontinued,2024-01-15,2024-05-28,16,2.37,7 x 19 x 1 cm,26.83
PROD00247,Ultra Webcam Z816,"Ultra Webcam Z816: Energy efficient, Biometric security",CAT002,Peripherals,SCAT008,Scanners,837.33,1369.36,SUPP0006,Discontinued,2023-05-18,2023-08-26,45,9.63,51 x 37 x 4 cm,38.85
PROD00248,Eco-friendly Workstation C760,"Eco-friendly Workstation C760: Water resistant, 4K resolution, Wireless connectivity, Cloud storage",CAT002,Peripherals,SCAT008,Scanners,358.22,569.29,SUPP0018,Limited Stock,2022-04-03,,17,12.47,74 x 25 x 40 cm,37.08
PROD00249,Professional Monitor K536,,CAT003,Accessories,SCAT011,Cases & Bags,606.67,963.73,SUPP0023,Limited Stock,2024-03-08,,40,7.95,46 x 10 x 97 cm,37.05
PROD00250,High-performance Power Bank I666,"High-performance Power Bank I666: Wireless connectivity, High performance",CAT002,Peripherals,SCAT006,Monitors,470.16,731.58,SUPP0039,Limited Stock,2024-11-20,,29,6.52,27 x 100 x 10 cm,35.73
PROD00251,Essential Storage Drive K755,"Essential Storage Drive K755: Fast charging, Shock proof",CAT003,Accessories,SCAT011,Cases & Bags,970.46,1645.35,SUPP0019,Upcoming,2022-05-03,,42,10.5,17 x 97 x 43 cm,105.47853255544518
PROD00252,Digital Power Bank Y698,"Digital Power Bank Y698: 4K resolution, Shock proof, Cloud storage",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,846.22,1204.5,SUPP0033,Limited Stock,2022-11-25,,5,17.28,83 x 63 x 48 cm,29.75
PROD00253,Digital Workstation G144,"Digital Workstation G144: Compact design, 4K resolution",CAT004,Networking,SCAT017,Network Security,465.9,689.74,SUPP0019,Limited Stock,2023-07-27,,36,7.53,100x36x11,32.45
PROD00254,Ergonomic Smartphone W788,"Ergonomic Smartphone W788: AI-powered, Extended battery life, Wireless connectivity, High performance, Noise cancelling",CAT005,Software,SCAT020,Security Software,441.81,587.0,SUPP0006,Upcoming,2023-09-28,,13,2.82,85 x 35 x 52 cm,24.73
PROD00255,Wireless Camera Y616,"Wireless Camera Y616: 4K resolution, Cloud storage",CAT005,Software,SCAT018,Operating Systems,742.44,990.72,SUPP0027,Limited Stock,2022-02-18,,28,13.86,59 x 38 x 18 cm,25.06
PROD00256,Portable Tablet L240,"Portable Tablet L240: Energy efficient, Fast charging",CAT002,Peripherals,SCAT009,Input Devices,227.19,303.52,SUPP0015,Upcoming,2023-03-23,,14,5.55,92 x 80 x 31 cm,25.15
PROD00257,Premium Microphone J493,"Premium Microphone J493: Extended battery life, Noise cancelling",CAT002,Peripherals,SCAT008,Scanners,159.04,246.87,SUPP0027,Upcoming,2022-07-22,,13,19.28,59 x 79 x 66 cm,35.58
PROD00258,Ultra Storage Drive X678,"Ultra Storage Drive X678: Biometric security, Extended battery life, Water resistant, Noise cancelling, Fast charging",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,927.96,1265.96,SUPP0021,Active,2024-06-08,,35,6.5,5 x 51 x 4 cm,26.7
PROD00259,Ultra Cable Y770,"Ultra Cable Y770: High performance, Fast charging, AI-powered, Shock proof, Extended battery life",CAT003,Accessories,SCAT013,Audio Accessories,808.67,1115.62,SUPP0042,Discontinued,2023-06-07,2024-04-29,25,4.85,22 x 69 x 72 cm,27.51
PROD00260,Portable Camera Z959,"Portable Camera Z959: Voice control, Touch screen, Cloud storage, Bluetooth enabled, Extended battery life",CAT002,Peripherals,SCAT006,Monitors,99.31,149.44,SUPP0003,Upcoming,2023-08-26,,5,17.59,39 x 86 x 76 cm,33.55
PROD00261,Premium Power Bank C660,"Premium Power Bank C660: Touch screen, Noise cancelling, Compact design, Extended battery life",CAT002,Peripherals,SCAT008,Scanners,267.03,354.68,SUPP0037,Limited Stock,2023-09-17,,12,8.85,66 x 46 x 82 cm,24.71
PROD00262,Compact Storage Drive K208,"Compact Storage Drive K208: 4K resolution, Compact design",CAT003,Accessories,SCAT011,Cases & Bags,31.3,50.8,SUPP0002,Limited Stock,2024-06-13,,23,6.77,53 x 43 x 80 cm,38.39
PROD00263,Basic Power Bank K652,"Basic Power Bank K652: Biometric security, Cloud storage, Voice control, Compact design, 4K resolution",CAT004,Networking,SCAT014,Routers,489.05,735.13,SUPP0014,Active,2023-05-15,,43,6.67,70 x 47 x 7 cm,33.47
PROD00264,High-performance Cable X612,"High-performance Cable X612: Voice control, Biometric security, Cloud storage",CAT002,Peripherals,SCAT008,Scanners,761.19,1197.18,SUPP0047,Limited Stock,2023-10-19,,33,3.46,50 x 57 x 81 cm,36.42
PROD00265,Heavy-duty Cable E599,"Heavy-duty Cable E599: Voice control, Compact design, Wireless connectivity, Fast charging",CAT002,Peripherals,SCAT007,Printers,337.75,245.3664568466285,SUPP0008,Upcoming,2022-11-21,,35,19.07,68 x 61 x 28 cm,32.67
PROD00266,Basic Printer L560,"Basic Printer L560: Cloud storage, Water resistant, Voice control, Bluetooth enabled, Biometric security",CAT001,Computing Devices,SCAT001,Laptops,735.66,1155.48,SUPP0042,Active,2024-12-13,,8,0.8,61 x 5 x 36 cm,36.33
PROD00267,All-in-one Laptop J407,"All-in-one Laptop J407: Biometric security, Voice control, Energy efficient, AI-powered",CAT002,Peripherals,SCAT007,Printers,177.6,278.87,SUPP0012,Limited Stock,2023-09-25,,45,8.64,27x7x55,36.31
PROD00268,Ultra Tablet N277,"Ultra Tablet N277: Wireless connectivity, Voice control",CAT005,Software,SCAT021,Design Software,835.55,1158.01,SUPP0047,Discontinued,2022-06-29,2023-12-06,47,0.86,51 x 45 x 33 cm,27.85
PROD00269,Advanced Projector E202,"Advanced Projector E202: AI-powered, Wireless connectivity, Touch screen",CAT001,Computing Devices,SCAT001,Laptops,686.33,1161.1,SUPP0046,Limited Stock,2023-07-16,,24,3.21,82 x 56 x 74 cm,40.89
PROD00270,Basic Webcam P413,"Basic Webcam P413: Biometric security, Touch screen, Water resistant",CAT005,Software,SCAT020,Security Software,754.88,1061.99,SUPP0009,Active,2024-04-29,,38,17.62,22 x 53 x 60 cm,28.92
PROD00271,Essential Camera D461,"Essential Camera D461: Biometric security, Voice control, Fast charging, Energy efficient, Water resistant",CAT003,Accessories,SCAT012,Power Solutions,789.64,1326.8,SUPP0011,Upcoming,2024-12-22,,6,8.58,52 x 14 x 9 cm,40.49
PROD00272,Essential Microphone R750,"Essential Microphone R750: High performance, Shock proof, Voice control",CAT003,Accessories,SCAT010,Cables & Adapters,466.04,609.56,SUPP0032,Limited Stock,2022-03-17,,20,4.74,90 x 35 x 32 cm,23.54
PROD00273,Basic Webcam O662,"Basic Webcam O662: Noise cancelling, Voice control, Wireless connectivity, AI-powered, Compact design",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,696.39,947.47,SUPP0012,Discontinued,2023-10-15,2024-05-28,17,8.91,90 x 63 x 76 cm,26.5
PROD00274,Deluxe Mouse X700,"Deluxe Mouse X700: Wireless connectivity, Shock proof, AI-powered, Extended battery life",CAT001,Computing Devices,SCAT001,Laptops,686.1,963.44,SUPP0043,Upcoming,2022-03-05,,45,13.26,62 x 26 x 53 cm,28.79
PROD00275,Standard Storage Drive D401,"Standard Storage Drive D401: Compact design, Noise cancelling, Shock proof",CAT001,Computing Devices,SCAT001,Laptops,527.83,823.26,SUPP0019,Upcoming,2023-12-27,,5,6.44,36 x 54 x 27 cm,35.89
PROD00276,Lightweight Cable L250,"Lightweight Cable L250: 4K resolution, Voice control",CAT006,Enterprise Solutions,SCAT023,Backup Systems,689.06,1145.99,SUPP0026,Upcoming,2023-08-16,,42,3.03,34 x 80 x 69 cm,39.87
PROD00277,Compact Adapter N190,"Compact Adapter N190: Shock proof, Fast charging, AI-powered, Wireless connectivity",CAT002,Peripherals,SCAT007,Printers,441.61,681.19,SUPP0024,Limited Stock,2023-11-13,,5,14.51,41 x 8 x 41 cm,35.17
PROD00278,All-in-one Storage Drive V148,"All-in-one Storage Drive V148: Touch screen, Noise cancelling, Bluetooth enabled, High performance",CAT001,Computing Devices,SCAT004,Smartphones,160.12,216.63,SUPP0043,Limited Stock,2022-08-31,,13,13.03,96 x 64 x 9 cm,26.09
PROD00279,Eco-friendly Printer A636,"Eco-friendly Printer A636: Biometric security, Shock proof",CAT003,Accessories,SCAT010,Cables & Adapters,922.79,1473.49,SUPP0040,Active,2024-08-06,,27,9.88,53 x 95 x 81 cm,37.37
PROD00280,Ergonomic Monitor A697,"Ergonomic Monitor A697: Touch screen, Shock proof, Water resistant, Compact design",CAT005,Software,SCAT018,Operating Systems,950.48,1253.91,SUPP0048,Upcoming,2023-09-11,,32,6.67,,24.2
PROD00281,All-in-one Laptop H764,"All-in-one Laptop H764: Shock proof, Noise cancelling",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,251.87,327.84,SUPP0027,Limited Stock,2022-04-24,,34,15.75,21 x 92 x 83 cm,23.17
PROD00282,Lightweight Headphones Q520,"Lightweight Headphones Q520: 4K resolution, High performance, Fast charging, Extended battery life",CAT004,Networking,SCAT015,Switches,73.75,116.86,SUPP0033,Upcoming,2024-12-02,,40,9.85,97 x 97 x 98 cm,36.89
PROD00283,Digital Printer L330,,CAT005,Software,SCAT020,Security Software,375.71,570.08,SUPP0024,Upcoming,2022-10-28,,43,15.32,51 x 15 x 94 cm,34.1
PROD00284,All-in-one Projector F185,"All-in-one Projector F185: Water resistant, Wireless connectivity, Bluetooth enabled, Noise cancelling",CAT003,Accessories,SCAT011,Cases & Bags,444.95,581.78,SUPP0040,Discontinued,2023-03-30,2024-05-05,12,6.88,89 x 8 x 24 cm,23.52
PROD00285,Essential Keyboard C703,"Essential Keyboard C703: Touch screen, Water resistant",CAT004,Networking,SCAT014,Routers,34.97,58.68,SUPP0050,Discontinued,2023-01-09,2024-09-24,41,3.81,5 x 28 x 88 cm,40.41
PROD00286,Heavy-duty Adapter Q158,"Heavy-duty Adapter Q158: Extended battery life, Fast charging, Noise cancelling, Bluetooth enabled",CAT002,Peripherals,SCAT009,Input Devices,700.05,1115.36,SUPP0016,Limited Stock,2022-10-06,,30,11.95,75 x 85 x 45 cm,37.24
PROD00287,Digital Headphones B512,"Digital Headphones B512: Touch screen, Fast charging",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,250.48,233.14814783131754,SUPP0027,Discontinued,2024-04-08,2025-03-18,29,11.08,55 x 41 x 49 cm,25.76
PROD00288,High-performance Power Bank V564,"High-performance Power Bank V564: Noise cancelling, Shock proof, Energy efficient, Fast charging",CAT003,Accessories,SCAT013,Audio Accessories,239.99,366.27,SUPP0005,Upcoming,2023-12-27,,31,12.24,40 x 4 x 70 cm,34.48
PROD00289,Eco-friendly Software License H279,"Eco-friendly Software License H279: Noise cancelling, Bluetooth enabled, Extended battery life, Wireless connectivity",CAT002,Peripherals,SCAT007,Printers,495.42,685.38,SUPP0042,Discontinued,2023-12-04,2024-07-22,50,10.49,84 x 11 x 23 cm,27.72
PROD00290,Ergonomic Docking Station E937,"Ergonomic Docking Station E937: Noise cancelling, Wireless connectivity, AI-powered, Voice control, Bluetooth enabled",CAT005,Software,SCAT020,Security Software,69.15,100.02,SUPP0049,Discontinued,2024-07-17,,13,5.05,45 x 67 x 49 cm,30.86
PROD00291,Advanced Speaker K701,"Advanced Speaker K701: AI-powered, 4K resolution, Shock proof",CAT002,Peripherals,SCAT007,Printers,522.74,843.05,SUPP0014,Discontinued,2023-08-11,2024-04-16,44,11.23,85 x 37 x 97 cm,37.99
PROD00292,Ultra Docking Station B872,"Ultra Docking Station B872: Bluetooth enabled, Fast charging",CAT002,Peripherals,SCAT009,Input Devices,150.5,222.49,SUPP0029,Active,2022-08-16,,31,3.29,26 x 73 x 93 cm,32.36
PROD00293,Smart Power Bank Q712,"Smart Power Bank Q712: Cloud storage, Water resistant, Compact design, 4K resolution",CAT005,Software,SCAT020,Security Software,772.42,1138.36,SUPP0001,Limited Stock,2023-04-28,,19,6.02,95 x 31 x 2 cm,32.15
PROD00294,All-in-one Monitor M798,"All-in-one Monitor M798: Bluetooth enabled, Extended battery life, Fast charging, Noise cancelling, Touch screen",CAT002,Peripherals,SCAT008,Scanners,981.69,1368.4,SUPP0002,Limited Stock,2024-09-05,,26,12.87,70 x 50 x 28 cm,28.26
PROD00295,Basic Microphone P972,"Basic Microphone P972: Noise cancelling, Shock proof, Water resistant",CAT005,Software,SCAT021,Design Software,98.74,156.76,SUPP0044,Active,2024-08-20,,49,14.32,42 x 84 x 73 cm,37.01
PROD00296,All-in-one Tablet O472,"All-in-one Tablet O472: Shock proof, Water resistant, Cloud storage",CAT004,Networking,SCAT016,Network Adapters,482.64,785.49,SUPP0037,Discontinued,2022-04-29,2024-01-09,20,12.64,64 x 56 x 64 cm,38.56
PROD00297,Eco-friendly Laptop V747,"Eco-friendly Laptop V747: Noise cancelling, Cloud storage",CAT003,Accessories,SCAT011,Cases & Bags,109.4,177.33,SUPP0023,Discontinued,2023-12-22,2024-09-16,35,19.1,40 x 84 x 72 cm,38.31
PROD00298,Smart Scanner X392,"Smart Scanner X392: Bluetooth enabled, Voice control, High performance",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,528.21,733.9,SUPP0038,Discontinued,2022-10-28,2024-01-28,44,16.07,48 x 37 x 89 cm,28.03
PROD00299,High-performance Storage Drive Z182,"High-performance Storage Drive Z182: Wireless connectivity, Cloud storage",CAT004,Networking,SCAT015,Switches,917.27,1465.6,SUPP0042,Active,2023-05-16,,34,13.98,89 x 94 x 30 cm,37.41
PROD00300,Lightweight Desktop K934,"Lightweight Desktop K934: Touch screen, Shock proof, Water resistant",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,605.76,889.5,SUPP0032,Active,2023-10-18,,12,11.09,,31.9
PROD00301,Deluxe Desktop E439,"Deluxe Desktop E439: Shock proof, Fast charging, Noise cancelling, High performance",CAT002,Peripherals,SCAT009,Input Devices,416.53,320.8588399231893,SUPP0026,Limited Stock,2023-08-13,,39,15.0,1 x 45 x 80 cm,27.41
PROD00302,Essential Laptop J375,"Essential Laptop J375: Extended battery life, Fast charging, AI-powered",CAT006,Enterprise Solutions,SCAT024,Enterprise Networking,111.0,147.81,SUPP0005,Discontinued,2022-09-26,2024-06-07,49,19.37,76 x 53 x 15 cm,24.9
PROD00303,Portable Cable Z979,"Portable Cable Z979: Cloud storage, Voice control, Compact design",CAT005,Software,SCAT018,Operating Systems,902.75,1265.11,SUPP0014,Active,2024-10-02,,44,16.61,26 x 90 x 98 cm,28.64
PROD00304,Eco-friendly Docking Station N440,"Eco-friendly Docking Station N440: Bluetooth enabled, Noise cancelling, Wireless connectivity, AI-powered",CAT004,Networking,SCAT017,Network Security,483.92,763.5,SUPP0031,Limited Stock,2024-04-18,,45,8.19,2 x 3 x 86 cm,36.62
PROD00305,Ergonomic Webcam E672,"Ergonomic Webcam E672: Extended battery life, Voice control, Shock proof",CAT006,Enterprise Solutions,SCAT025,Virtualization,172.6,271.34,SUPP0034,Active,2023-03-02,,6,0.59,39 x 68 x 29 cm,36.39
PROD00306,Standard Adapter V158,"Standard Adapter V158: Energy efficient, Bluetooth enabled",CAT006,Enterprise Solutions,SCAT023,Backup Systems,386.17,525.87,SUPP0030,Upcoming,2022-02-05,,50,19.26,81 x 18 x 7 cm,26.57
PROD00307,Elite Smartphone N832,"Elite Smartphone N832: Extended battery life, Energy efficient, Cloud storage",CAT005,Software,SCAT020,Security Software,342.33,573.08,SUPP0004,Active,2023-12-09,,33,19.41,62 x 61 x 43 cm,40.26
PROD00308,Heavy-duty Camera R704,"Heavy-duty Camera R704: Water resistant, Voice control, Compact design",CAT001,Computing Devices,SCAT003,Tablets,200.01,291.57,SUPP0019,Discontinued,2022-01-20,2023-05-07,27,19.16,,31.4
PROD00309,High-performance Smartphone M101,"High-performance Smartphone M101: Extended battery life, Touch screen, Energy efficient",CAT002,Peripherals,SCAT006,Monitors,856.07,1287.64,SUPP0043,Limited Stock,2024-03-17,,44,19.39,37x24x51,33.52
PROD00310,Standard Speaker W275,"Standard Speaker W275: Bluetooth enabled, Water resistant",CAT005,Software,SCAT021,Design Software,774.0,1060.54,SUPP0010,Limited Stock,2024-11-10,,24,7.02,19 x 79 x 56 cm,27.02
PROD00311,Basic Smartphone U683,"Basic Smartphone U683: Biometric security, Extended battery life, Fast charging, AI-powered",CAT006,Enterprise Solutions,SCAT025,Virtualization,246.6,371.08,SUPP0003,Discontinued,2022-10-17,2024-06-17,23,7.99,13x13x18,33.55
PROD00312,Ultra Software License B851,"Ultra Software License B851: Touch screen, Compact design, 4K resolution, Water resistant",CAT004,Networking,SCAT017,Network Security,498.86,718.48,SUPP0034,Active,2024-10-25,,19,0.38,29 x 5 x 5 cm,30.57
PROD00313,Eco-friendly Microphone W630,"Eco-friendly Microphone W630: Energy efficient, Biometric security",CAT005,Software,SCAT020,Security Software,527.69,732.02,SUPP0009,Active,2022-01-19,,17,12.53,39 x 53 x 66 cm,27.91
PROD00314,Smart Speaker B387,"Smart Speaker B387: Water resistant, Touch screen, Bluetooth enabled, Extended battery life",CAT005,Software,SCAT020,Security Software,534.07,872.42,SUPP0024,Active,2024-07-03,,46,6.25,23 x 11 x 83 cm,38.78
PROD00315,Deluxe Adapter P256,"Deluxe Adapter P256: Bluetooth enabled, Fast charging, Shock proof, AI-powered",CAT003,Accessories,SCAT012,Power Solutions,790.27,1107.08,SUPP0019,Discontinued,2022-08-26,2023-07-23,11,0.46,72 x 72 x 77 cm,28.62
PROD00316,High-performance Printer H381,"High-performance Printer H381: Fast charging, 4K resolution",CAT003,Accessories,SCAT011,Cases & Bags,843.92,1216.51,SUPP0021,Discontinued,2022-07-15,2023-03-30,8,16.19,70 x 83 x 77 cm,30.63
PROD00317,Ergonomic Webcam B543,"Ergonomic Webcam B543: 4K resolution, Biometric security",CAT001,Computing Devices,SCAT002,Desktops,521.95,772.82,SUPP0028,Upcoming,2023-10-27,,32,9.65,83 x 100 x 98 cm,32.46
PROD00318,High-performance Printer C214,"High-performance Printer C214: Touch screen, Shock proof",CAT005,Software,SCAT021,Design Software,139.65,234.91,SUPP0006,Active,2022-09-06,,22,9.57,,40.55
PROD00319,Heavy-duty Smartphone Y902,"Heavy-duty Smartphone Y902: Bluetooth enabled, AI-powered",CAT003,Accessories,SCAT010,Cables & Adapters,938.75,1310.97,SUPP0044,Limited Stock,2023-03-09,,16,9.5,58 x 26 x 76 cm,28.39
PROD00320,Advanced Server Y520,"Advanced Server Y520: Extended battery life, 4K resolution, Compact design",CAT002,Peripherals,SCAT009,Input Devices,75.02,98.07,SUPP0041,Upcoming,2023-08-07,,32,5.66,45 x 36 x 64 cm,23.5
PROD00321,Premium Laptop M658,"Premium Laptop M658: 4K resolution, Compact design, Energy efficient, Touch screen, Fast charging",CAT002,Peripherals,SCAT009,Input Devices,260.12,410.09,SUPP0033,Upcoming,2022-11-16,,41,8.12,74 x 20 x 36 cm,36.57
PROD00322,Lightweight Smartphone F556,"Lightweight Smartphone F556: AI-powered, Fast charging",CAT005,Software,SCAT021,Design Software,937.99,1264.38,SUPP0038,Active,2023-01-26,,19,11.85,18 x 51 x 60 cm,25.81
PROD00323,Deluxe Laptop V376,"Deluxe Laptop V376: 4K resolution, Cloud storage, Extended battery life",CAT005,Software,SCAT020,Security Software,415.47,644.23,SUPP0017,Discontinued,2022-02-12,2022-07-16,47,19.24,79 x 48 x 59 cm,35.51
PROD00324,Standard Monitor R106,"Standard Monitor R106: Noise cancelling, Shock proof, 4K resolution",CAT003,Accessories,SCAT011,Cases & Bags,783.86,1263.04,SUPP0044,Limited Stock,2024-02-07,,38,3.44,,37.94
PROD00325,Smart Tablet F752,"Smart Tablet F752: Voice control, Compact design, Water resistant",CAT006,Enterprise Solutions,SCAT023,Backup Systems,900.43,1256.39,SUPP0043,Discontinued,2023-06-18,2024-12-10,24,13.51,94 x 44 x 58 cm,28.33
PROD00326,Portable Smartphone W274,"Portable Smartphone W274: Shock proof, Noise cancelling",CAT003,Accessories,SCAT013,Audio Accessories,944.68,1557.07,SUPP0010,Active,2024-02-17,,49,16.73,16 x 61 x 22 cm,39.33
PROD00327,Compact Router A566,"Compact Router A566: Energy efficient, Cloud storage, Biometric security",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,139.88,194.79,SUPP0015,Active,2024-02-23,,15,14.33,86 x 38 x 81 cm,28.19
PROD00328,High-performance Storage Drive V133,"High-performance Storage Drive V133: AI-powered, Biometric security",CAT006,Enterprise Solutions,SCAT022,Storage Solutions,143.77,237.44,SUPP0016,Upcoming,2024-11-22,,17,2.48,39 x 29 x 94 cm,39.45
